geom_wkt,trace_number,device_id,ts
POINT (116.400891 39.987219),2,0,2009-06-29 07:55:10+00
POINT (116.400345 39.987178),2,0,2009-06-29 07:55:15+00
POINT (116.399604 39.987152),2,0,2009-06-29 07:55:20+00
POINT (116.398811 39.98712),2,0,2009-06-29 07:55:25+00
POINT (116.397936 39.987078),2,0,2009-06-29 07:55:30+00
POINT (116.397073 39.987033),2,0,2009-06-29 07:55:35+00
POINT (116.396141 39.986988),2,0,2009-06-29 07:55:40+00
POINT (116.395207 39.986913),2,0,2009-06-29 07:55:45+00
POINT (116.394256 39.986926),2,0,2009-06-29 07:55:50+00
POINT (116.393426 39.986899),2,0,2009-06-29 07:55:55+00
POINT (116.392552 39.986871),2,0,2009-06-29 07:56:00+00
POINT (116.391559 39.986842),2,0,2009-06-29 07:56:05+00
POINT (116.39058 39.986813),2,0,2009-06-29 07:56:10+00
POINT (116.389584 39.986812),2,0,2009-06-29 07:56:15+00
POINT (116.388588 39.986789),2,0,2009-06-29 07:56:20+00
POINT (116.387631 39.986742),2,0,2009-06-29 07:56:25+00
POINT (116.386758 39.986753),2,0,2009-06-29 07:56:30+00
POINT (116.385951 39.986676),2,0,2009-06-29 07:56:35+00
POINT (116.385118 39.986652),2,0,2009-06-29 07:56:40+00
POINT (116.384225 39.986628),2,0,2009-06-29 07:56:45+00
POINT (116.383379 39.986615),2,0,2009-06-29 07:56:50+00
POINT (116.382514 39.98661),2,0,2009-06-29 07:56:55+00
POINT (116.381647 39.986619),2,0,2009-06-29 07:57:00+00
POINT (116.380809 39.986618),2,0,2009-06-29 07:57:05+00
POINT (116.380015 39.986582),2,0,2009-06-29 07:57:10+00
POINT (116.379354 39.986521),2,0,2009-06-29 07:57:15+00
POINT (116.378871 39.986468),2,0,2009-06-29 07:57:20+00
POINT (116.378293 39.986438),2,0,2009-06-29 07:57:25+00
POINT (116.377608 39.986406),2,0,2009-06-29 07:57:30+00
POINT (116.376815 39.98636),2,0,2009-06-29 07:57:35+00
POINT (116.375939 39.986348),2,0,2009-06-29 07:57:40+00
POINT (116.375136 39.986293),2,0,2009-06-29 07:57:45+00
POINT (116.374415 39.986235),2,0,2009-06-29 07:57:50+00
POINT (116.373617 39.986223),2,0,2009-06-29 07:57:55+00
POINT (116.372766 39.986216),2,0,2009-06-29 07:58:00+00
POINT (116.371812 39.986215),2,0,2009-06-29 07:58:05+00
POINT (116.370742 39.986215),2,0,2009-06-29 07:58:10+00
POINT (116.3696 39.986212),2,0,2009-06-29 07:58:15+00
POINT (116.368421 39.986171),2,0,2009-06-29 07:58:20+00
POINT (116.367257 39.986104),2,0,2009-06-29 07:58:25+00
POINT (116.366097 39.986035),2,0,2009-06-29 07:58:30+00
POINT (116.365025 39.986005),2,0,2009-06-29 07:58:35+00
POINT (116.364099 39.985974),2,0,2009-06-29 07:58:40+00
POINT (116.363164 39.985933),2,0,2009-06-29 07:58:45+00
POINT (116.362146 39.985891),2,0,2009-06-29 07:58:50+00
POINT (116.361056 39.985876),2,0,2009-06-29 07:58:55+00
POINT (116.359838 39.985876),2,0,2009-06-29 07:59:00+00
POINT (116.35862 39.985829),2,0,2009-06-29 07:59:05+00
POINT (116.35749 39.985751),2,0,2009-06-29 07:59:10+00
POINT (116.35652 39.985679),2,0,2009-06-29 07:59:15+00
POINT (116.355528 39.985621),2,0,2009-06-29 07:59:20+00
POINT (116.354394 39.985646),2,0,2009-06-29 07:59:25+00
POINT (116.353276 39.985649),2,0,2009-06-29 07:59:30+00
POINT (116.352115 39.985669),2,0,2009-06-29 07:59:35+00
POINT (116.351018 39.985679),2,0,2009-06-29 07:59:40+00
POINT (116.349918 39.985631),2,0,2009-06-29 07:59:45+00
POINT (116.348817 39.985607),2,0,2009-06-29 07:59:50+00
POINT (116.347724 39.9856),2,0,2009-06-29 07:59:55+00
POINT (116.346581 39.985595),2,0,2009-06-29 08:00:00+00
POINT (116.345407 39.985572),2,0,2009-06-29 08:00:05+00
POINT (116.344205 39.985541),2,0,2009-06-29 08:00:10+00
POINT (116.342986 39.985508),2,0,2009-06-29 08:00:15+00
POINT (116.341761 39.985494),2,0,2009-06-29 08:00:20+00
POINT (116.340559 39.985438),2,0,2009-06-29 08:00:25+00
POINT (116.339487 39.985406),2,0,2009-06-29 08:00:30+00
POINT (116.338659 39.985398),2,0,2009-06-29 08:00:35+00
POINT (116.337997 39.985439),2,0,2009-06-29 08:00:40+00
POINT (116.337569 39.985473),2,0,2009-06-29 08:00:45+00
POINT (116.337527 39.985458),2,0,2009-06-29 08:00:50+00
POINT (116.33752 39.985477),2,0,2009-06-29 08:00:55+00
POINT (116.337523 39.985459),2,0,2009-06-29 08:01:00+00
POINT (116.337523 39.985459),2,0,2009-06-29 08:01:03+00
POINT (116.337525 39.985458),2,0,2009-06-29 08:01:05+00
POINT (116.337459 39.985445),2,0,2009-06-29 08:01:10+00
POINT (116.33708 39.985423),2,0,2009-06-29 08:01:15+00
POINT (116.336478 39.985406),2,0,2009-06-29 08:01:20+00
POINT (116.335649 39.98536),2,0,2009-06-29 08:01:25+00
POINT (116.33481 39.985272),2,0,2009-06-29 08:01:30+00
POINT (116.334089 39.985173),2,0,2009-06-29 08:01:35+00
POINT (116.33321 39.985117),2,0,2009-06-29 08:01:40+00
POINT (116.332385 39.985102),2,0,2009-06-29 08:01:45+00
POINT (116.33162 39.985084),2,0,2009-06-29 08:01:50+00
POINT (116.331268 39.98511),2,0,2009-06-29 08:01:55+00
POINT (116.331268 39.98511),2,0,2009-06-29 08:01:58+00
POINT (116.33126 39.985117),2,0,2009-06-29 08:02:00+00
POINT (116.330913 39.985145),2,0,2009-06-29 08:02:05+00
POINT (116.330423 39.985166),2,0,2009-06-29 08:02:10+00
POINT (116.329947 39.985154),2,0,2009-06-29 08:02:15+00
POINT (116.329444 39.985134),2,0,2009-06-29 08:02:20+00
POINT (116.328941 39.985098),2,0,2009-06-29 08:02:25+00
POINT (116.328591 39.985068),2,0,2009-06-29 08:02:30+00
POINT (116.328408 39.985029),2,0,2009-06-29 08:02:35+00
POINT (116.328319 39.985014),2,0,2009-06-29 08:02:40+00
POINT (116.328299 39.985016),2,0,2009-06-29 08:02:45+00
POINT (116.328284 39.985015),2,0,2009-06-29 08:02:50+00
POINT (116.328282 39.985016),2,0,2009-06-29 08:02:55+00
POINT (116.328281 39.985015),2,0,2009-06-29 08:03:00+00
POINT (116.328283 39.985015),2,0,2009-06-29 08:03:05+00
POINT (116.328286 39.985015),2,0,2009-06-29 08:03:10+00
POINT (116.328288 39.985015),2,0,2009-06-29 08:03:15+00
POINT (116.328288 39.985015),2,0,2009-06-29 08:03:18+00
POINT (116.32829 39.985016),2,0,2009-06-29 08:03:20+00
POINT (116.3283 39.985016),2,0,2009-06-29 08:03:25+00
POINT (116.328303 39.985016),2,0,2009-06-29 08:03:30+00
POINT (116.328303 39.985016),2,0,2009-06-29 08:03:33+00
POINT (116.328301 39.985015),2,0,2009-06-29 08:03:35+00
POINT (116.328287 39.985014),2,0,2009-06-29 08:03:40+00
POINT (116.32805 39.984975),2,0,2009-06-29 08:03:45+00
POINT (116.327627 39.984974),2,0,2009-06-29 08:03:50+00
POINT (116.32712 39.984957),2,0,2009-06-29 08:03:55+00
POINT (116.326668 39.984937),2,0,2009-06-29 08:04:00+00
POINT (116.326157 39.984918),2,0,2009-06-29 08:04:05+00
POINT (116.325564 39.984912),2,0,2009-06-29 08:04:10+00
POINT (116.324868 39.984864),2,0,2009-06-29 08:04:15+00
POINT (116.324184 39.984821),2,0,2009-06-29 08:04:20+00
POINT (116.323546 39.984806),2,0,2009-06-29 08:04:25+00
POINT (116.32323 39.984824),2,0,2009-06-29 08:04:30+00
POINT (116.323201 39.984775),2,0,2009-06-29 08:04:35+00
POINT (116.323149 39.984671),2,0,2009-06-29 08:04:40+00
POINT (116.32314 39.984573),2,0,2009-06-29 08:04:45+00
POINT (116.323135 39.984564),2,0,2009-06-29 08:04:50+00
POINT (116.323134 39.984562),2,0,2009-06-29 08:04:55+00
POINT (116.323135 39.984556),2,0,2009-06-29 08:05:00+00
POINT (116.323135 39.984556),2,0,2009-06-29 08:05:03+00
POINT (116.323135 39.984554),2,0,2009-06-29 08:05:05+00
POINT (116.323136 39.984545),2,0,2009-06-29 08:05:10+00
POINT (116.323136 39.984536),2,0,2009-06-29 08:05:15+00
POINT (116.323136 39.984523),2,0,2009-06-29 08:05:20+00
POINT (116.323136 39.984523),2,0,2009-06-29 08:05:23+00
POINT (116.323135 39.984518),2,0,2009-06-29 08:05:25+00
POINT (116.323115 39.98453),2,0,2009-06-29 08:05:30+00
POINT (116.323121 39.984553),2,0,2009-06-29 08:05:35+00
POINT (116.323115 39.984581),2,0,2009-06-29 08:05:40+00
POINT (116.323115 39.984618),2,0,2009-06-29 08:05:45+00
POINT (116.323092 39.984667),2,0,2009-06-29 08:05:50+00
POINT (116.323091 39.98468),2,0,2009-06-29 08:05:55+00
POINT (116.32309 39.984681),2,0,2009-06-29 08:06:00+00
POINT (116.32309 39.984681),2,0,2009-06-29 08:06:05+00
POINT (116.32309 39.984687),2,0,2009-06-29 08:06:10+00
POINT (116.32309 39.984687),2,0,2009-06-29 08:06:13+00
POINT (116.323084 39.984691),2,0,2009-06-29 08:06:15+00
POINT (116.323057 39.984693),2,0,2009-06-29 08:06:20+00
POINT (116.323045 39.984679),2,0,2009-06-29 08:06:25+00
POINT (116.323033 39.984663),2,0,2009-06-29 08:06:30+00
POINT (116.323074 39.984712),2,0,2009-06-29 08:06:35+00
POINT (116.323104 39.984758),2,0,2009-06-29 08:06:40+00
POINT (116.323109 39.984762),2,0,2009-06-29 08:06:45+00
POINT (116.32311 39.984764),2,0,2009-06-29 08:06:50+00
POINT (116.32311 39.984764),2,0,2009-06-29 08:06:53+00
POINT (116.323113 39.984768),2,0,2009-06-29 08:06:55+00
POINT (116.323277 39.984813),2,0,2009-06-29 08:07:00+00
POINT (116.323451 39.984813),2,0,2009-06-29 08:07:05+00
POINT (116.323618 39.984811),2,0,2009-06-29 08:07:10+00
POINT (116.323813 39.984802),2,0,2009-06-29 08:07:15+00
POINT (116.324009 39.984793),2,0,2009-06-29 08:07:20+00
POINT (116.324274 39.984809),2,0,2009-06-29 08:07:25+00
POINT (116.324536 39.98485),2,0,2009-06-29 08:07:30+00
POINT (116.324783 39.984946),2,0,2009-06-29 08:07:35+00
POINT (116.324962 39.984963),2,0,2009-06-29 08:07:40+00
POINT (116.325155 39.984973),2,0,2009-06-29 08:07:45+00
POINT (116.325359 39.984992),2,0,2009-06-29 08:07:50+00
POINT (116.325554 39.984999),2,0,2009-06-29 08:07:55+00
POINT (116.32575 39.985005),2,0,2009-06-29 08:08:00+00
POINT (116.325948 39.985011),2,0,2009-06-29 08:08:05+00
POINT (116.326156 39.985006),2,0,2009-06-29 08:08:10+00
POINT (116.326378 39.985023),2,0,2009-06-29 08:08:15+00
POINT (116.32658 39.985037),2,0,2009-06-29 08:08:20+00
POINT (116.326786 39.985109),2,0,2009-06-29 08:08:25+00
POINT (116.326821 39.985277),2,0,2009-06-29 08:08:30+00
POINT (116.326815 39.985468),2,0,2009-06-29 08:08:35+00
POINT (116.326814 39.985621),2,0,2009-06-29 08:08:40+00
POINT (116.326842 39.985778),2,0,2009-06-29 08:08:45+00
POINT (116.326787 39.985918),2,0,2009-06-29 08:08:50+00
POINT (116.326733 39.986088),2,0,2009-06-29 08:08:55+00
POINT (116.326763 39.986232),2,0,2009-06-29 08:09:00+00
POINT (116.326781 39.986429),2,0,2009-06-29 08:09:05+00
POINT (116.326776 39.986607),2,0,2009-06-29 08:09:10+00
POINT (116.326661 39.986741),2,0,2009-06-29 08:09:15+00
POINT (116.326619 39.986932),2,0,2009-06-29 08:09:20+00
POINT (116.326687 39.98716),2,0,2009-06-29 08:09:25+00
POINT (116.3267 39.987386),2,0,2009-06-29 08:09:30+00
POINT (116.326771 39.987613),2,0,2009-06-29 08:09:35+00
POINT (116.326793 39.987827),2,0,2009-06-29 08:09:40+00
POINT (116.326808 39.988054),2,0,2009-06-29 08:09:45+00
POINT (116.326792 39.988262),2,0,2009-06-29 08:09:50+00
POINT (116.326767 39.988457),2,0,2009-06-29 08:09:55+00
POINT (116.326777 39.988654),2,0,2009-06-29 08:10:00+00
POINT (116.32676 39.988876),2,0,2009-06-29 08:10:05+00
POINT (116.326719 39.989089),2,0,2009-06-29 08:10:10+00
POINT (116.326695 39.989301),2,0,2009-06-29 08:10:15+00
POINT (116.326659 39.989514),2,0,2009-06-29 08:10:20+00
POINT (116.326645 39.98972),2,0,2009-06-29 08:10:25+00
POINT (116.32665 39.989893),2,0,2009-06-29 08:10:30+00
POINT (116.32661 39.99014),2,0,2009-06-29 08:10:35+00
POINT (116.326613 39.990346),2,0,2009-06-29 08:10:40+00
POINT (116.326617 39.990532),2,0,2009-06-29 08:10:45+00
POINT (116.326677 39.990685),2,0,2009-06-29 08:10:50+00
POINT (116.326732 39.990825),2,0,2009-06-29 08:10:55+00
POINT (116.326538 39.991044),2,0,2009-06-29 08:11:00+00
POINT (116.326528 39.991188),2,0,2009-06-29 08:11:05+00
POINT (116.326525 39.991342),2,0,2009-06-29 08:11:10+00
POINT (116.326414 39.991424),2,0,2009-06-29 08:11:15+00
POINT (116.326192 39.991454),2,0,2009-06-29 08:11:20+00
POINT (116.325875 39.9915),2,0,2009-06-29 08:11:25+00
POINT (116.32555 39.99151),2,0,2009-06-29 08:11:30+00
POINT (116.325255 39.99151),2,0,2009-06-29 08:11:35+00
POINT (116.32497 39.991463),2,0,2009-06-29 08:11:40+00
POINT (116.324708 39.991417),2,0,2009-06-29 08:11:45+00
POINT (116.324353 39.991494),2,0,2009-06-29 08:11:50+00
POINT (116.324129 39.991492),2,0,2009-06-29 08:11:55+00
POINT (116.323926 39.991493),2,0,2009-06-29 08:12:00+00
POINT (116.323787 39.991487),2,0,2009-06-29 08:12:05+00
POINT (116.323591 39.991429),2,0,2009-06-29 08:12:10+00
POINT (116.323322 39.991445),2,0,2009-06-29 08:12:15+00
POINT (116.323113 39.991426),2,0,2009-06-29 08:12:20+00
POINT (116.323011 39.99153),2,0,2009-06-29 08:12:25+00
POINT (116.322984 39.991709),2,0,2009-06-29 08:12:30+00
POINT (116.322967 39.991942),2,0,2009-06-29 08:12:35+00
POINT (116.322899 39.992139),2,0,2009-06-29 08:12:40+00
POINT (116.322786 39.992306),2,0,2009-06-29 08:12:45+00
POINT (116.322577 39.992435),2,0,2009-06-29 08:12:50+00
POINT (116.322438 39.992567),2,0,2009-06-29 08:12:55+00
POINT (116.322332 39.992687),2,0,2009-06-29 08:13:00+00
POINT (116.322136 39.992835),2,0,2009-06-29 08:13:05+00
POINT (116.32214 39.993021),2,0,2009-06-29 08:13:10+00
POINT (116.322096 39.993198),2,0,2009-06-29 08:13:15+00
POINT (116.322091 39.993411),2,0,2009-06-29 08:13:20+00
POINT (116.322108 39.993653),2,0,2009-06-29 08:13:25+00
POINT (116.322093 39.993876),2,0,2009-06-29 08:13:30+00
POINT (116.322438 39.994235),2,0,2009-06-29 08:13:35+00
POINT (116.322487 39.994491),2,0,2009-06-29 08:13:40+00
POINT (116.322449 39.994776),2,0,2009-06-29 08:13:45+00
POINT (116.322399 39.995009),2,0,2009-06-29 08:13:50+00
POINT (116.32233 39.995256),2,0,2009-06-29 08:13:55+00
POINT (116.322293 39.995478),2,0,2009-06-29 08:14:00+00
POINT (116.322356 39.995741),2,0,2009-06-29 08:14:05+00
POINT (116.322301 39.99598),2,0,2009-06-29 08:14:10+00
POINT (116.322261 39.996204),2,0,2009-06-29 08:14:15+00
POINT (116.322226 39.996348),2,0,2009-06-29 08:14:20+00
POINT (116.32221 39.996526),2,0,2009-06-29 08:14:25+00
POINT (116.322178 39.996754),2,0,2009-06-29 08:14:30+00
POINT (116.322186 39.996961),2,0,2009-06-29 08:14:35+00
POINT (116.322134 39.997183),2,0,2009-06-29 08:14:40+00
POINT (116.322072 39.997427),2,0,2009-06-29 08:14:45+00
POINT (116.322098 39.997681),2,0,2009-06-29 08:14:50+00
POINT (116.322062 39.99791),2,0,2009-06-29 08:14:55+00
POINT (116.322016 39.998156),2,0,2009-06-29 08:15:00+00
POINT (116.321977 39.99838),2,0,2009-06-29 08:15:05+00
POINT (116.321963 39.99861),2,0,2009-06-29 08:15:10+00
POINT (116.321905 39.998855),2,0,2009-06-29 08:15:15+00
POINT (116.321901 39.999105),2,0,2009-06-29 08:15:20+00
POINT (116.321887 39.999342),2,0,2009-06-29 08:15:25+00
POINT (116.321877 39.999561),2,0,2009-06-29 08:15:30+00
POINT (116.321866 39.999749),2,0,2009-06-29 08:15:35+00
POINT (116.321858 39.999952),2,0,2009-06-29 08:15:40+00
POINT (116.321818 40.000145),2,0,2009-06-29 08:15:45+00
POINT (116.321809 40.000375),2,0,2009-06-29 08:15:50+00
POINT (116.321805 40.000591),2,0,2009-06-29 08:15:55+00
POINT (116.321766 40.00083),2,0,2009-06-29 08:16:00+00
POINT (116.32174 40.001076),2,0,2009-06-29 08:16:05+00
POINT (116.32171 40.001317),2,0,2009-06-29 08:16:10+00
POINT (116.321719 40.001526),2,0,2009-06-29 08:16:15+00
POINT (116.321685 40.001712),2,0,2009-06-29 08:16:20+00
POINT (116.32168 40.001929),2,0,2009-06-29 08:16:25+00
POINT (116.321626 40.002167),2,0,2009-06-29 08:16:30+00
POINT (116.321585 40.002432),2,0,2009-06-29 08:16:35+00
POINT (116.321553 40.002706),2,0,2009-06-29 08:16:40+00
POINT (116.321511 40.00297),2,0,2009-06-29 08:16:45+00
POINT (116.321511 40.003223),2,0,2009-06-29 08:16:50+00
POINT (116.321492 40.00346),2,0,2009-06-29 08:16:55+00
POINT (116.321483 40.003719),2,0,2009-06-29 08:17:00+00
POINT (116.321412 40.003974),2,0,2009-06-29 08:17:05+00
POINT (116.321404 40.004222),2,0,2009-06-29 08:17:10+00
POINT (116.321377 40.004475),2,0,2009-06-29 08:17:15+00
POINT (116.32132 40.004725),2,0,2009-06-29 08:17:20+00
POINT (116.32133 40.004965),2,0,2009-06-29 08:17:25+00
POINT (116.321294 40.005186),2,0,2009-06-29 08:17:30+00
POINT (116.321246 40.005421),2,0,2009-06-29 08:17:35+00
POINT (116.32121 40.005687),2,0,2009-06-29 08:17:40+00
POINT (116.321284 40.005929),2,0,2009-06-29 08:17:45+00
POINT (116.32123 40.006214),2,0,2009-06-29 08:17:50+00
POINT (116.321205 40.006459),2,0,2009-06-29 08:17:55+00
POINT (116.321174 40.006701),2,0,2009-06-29 08:18:00+00
POINT (116.321173 40.006928),2,0,2009-06-29 08:18:05+00
POINT (116.321158 40.007146),2,0,2009-06-29 08:18:10+00
POINT (116.321108 40.007337),2,0,2009-06-29 08:18:15+00
POINT (116.32083 40.007432),2,0,2009-06-29 08:18:20+00
POINT (116.320585 40.007433),2,0,2009-06-29 08:18:25+00
POINT (116.320501 40.007575),2,0,2009-06-29 08:18:30+00
POINT (116.320378 40.007704),2,0,2009-06-29 08:18:35+00
POINT (116.320117 40.007747),2,0,2009-06-29 08:18:40+00
POINT (116.319836 40.00774),2,0,2009-06-29 08:18:45+00
POINT (116.319728 40.007774),2,0,2009-06-29 08:18:50+00
POINT (116.31975 40.007758),2,0,2009-06-29 08:18:55+00
POINT (116.319777 40.007729),2,0,2009-06-29 08:19:00+00
POINT (116.319825 40.007734),2,0,2009-06-29 08:19:05+00
POINT (116.319858 40.007737),2,0,2009-06-29 08:19:10+00
POINT (116.319858 40.007737),2,0,2009-06-29 08:19:13+00
POINT (116.319861 40.007735),2,0,2009-06-29 08:19:15+00
POINT (116.319835 40.007744),2,0,2009-06-29 08:19:20+00
POINT (116.319723 40.007746),2,0,2009-06-29 08:19:25+00
POINT (116.31963 40.007694),2,0,2009-06-29 08:19:30+00
POINT (116.31958 40.007622),2,0,2009-06-29 08:19:35+00
POINT (116.31954 40.007554),2,0,2009-06-29 08:19:40+00
POINT (116.319417 40.007545),2,0,2009-06-29 08:19:45+00
POINT (116.319343 40.00754),2,0,2009-06-29 08:19:50+00
POINT (116.319286 40.007541),2,0,2009-06-29 08:19:55+00
POINT (116.319212 40.007536),2,0,2009-06-29 08:20:00+00
POINT (116.319709 40.008284),2,0,2009-06-29 08:20:15+00
POINT (116.319697 40.007513),2,0,2009-06-29 10:57:17+00
POINT (116.319706 40.007586),2,0,2009-06-29 10:57:22+00
POINT (116.319636 40.007687),2,0,2009-06-29 10:57:27+00
POINT (116.319598 40.007696),2,0,2009-06-29 10:57:32+00
POINT (116.319648 40.007644),2,0,2009-06-29 10:57:37+00
POINT (116.319648 40.007616),2,0,2009-06-29 10:57:42+00
POINT (116.319675 40.007565),2,0,2009-06-29 10:57:47+00
POINT (116.319904 40.007485),2,0,2009-06-29 10:57:52+00
POINT (116.320104 40.007425),2,0,2009-06-29 10:57:57+00
POINT (116.320281 40.007396),2,0,2009-06-29 10:58:02+00
POINT (116.320443 40.007396),2,0,2009-06-29 10:58:07+00
POINT (116.320625 40.007416),2,0,2009-06-29 10:58:12+00
POINT (116.320819 40.007419),2,0,2009-06-29 10:58:17+00
POINT (116.320997 40.007444),2,0,2009-06-29 10:58:22+00
POINT (116.321237 40.007363),2,0,2009-06-29 10:58:27+00
POINT (116.321282 40.00719),2,0,2009-06-29 10:58:32+00
POINT (116.321265 40.006988),2,0,2009-06-29 10:58:37+00
POINT (116.321261 40.006847),2,0,2009-06-29 10:58:42+00
POINT (116.321275 40.006688),2,0,2009-06-29 10:58:47+00
POINT (116.321259 40.006591),2,0,2009-06-29 10:58:52+00
POINT (116.321215 40.006476),2,0,2009-06-29 10:58:57+00
POINT (116.321342 40.006214),2,0,2009-06-29 10:59:02+00
POINT (116.321388 40.006044),2,0,2009-06-29 10:59:07+00
POINT (116.321381 40.005861),2,0,2009-06-29 10:59:12+00
POINT (116.321346 40.005705),2,0,2009-06-29 10:59:17+00
POINT (116.321337 40.00558),2,0,2009-06-29 10:59:22+00
POINT (116.321267 40.005532),2,0,2009-06-29 10:59:27+00
POINT (116.321238 40.005481),2,0,2009-06-29 10:59:32+00
POINT (116.32127 40.005327),2,0,2009-06-29 10:59:37+00
POINT (116.321342 40.005153),2,0,2009-06-29 10:59:42+00
POINT (116.321418 40.005002),2,0,2009-06-29 10:59:47+00
POINT (116.32131 40.004848),2,0,2009-06-29 10:59:52+00
POINT (116.321329 40.004712),2,0,2009-06-29 10:59:57+00
POINT (116.321413 40.00452),2,0,2009-06-29 11:00:02+00
POINT (116.321437 40.004349),2,0,2009-06-29 11:00:07+00
POINT (116.321415 40.004188),2,0,2009-06-29 11:00:12+00
POINT (116.321435 40.004052),2,0,2009-06-29 11:00:17+00
POINT (116.321434 40.003913),2,0,2009-06-29 11:00:22+00
POINT (116.321439 40.003693),2,0,2009-06-29 11:00:27+00
POINT (116.321429 40.003559),2,0,2009-06-29 11:00:32+00
POINT (116.321415 40.003418),2,0,2009-06-29 11:00:37+00
POINT (116.32144 40.003219),2,0,2009-06-29 11:00:42+00
POINT (116.321467 40.003057),2,0,2009-06-29 11:00:47+00
POINT (116.321475 40.00293),2,0,2009-06-29 11:00:52+00
POINT (116.321522 40.002799),2,0,2009-06-29 11:00:57+00
POINT (116.321539 40.002639),2,0,2009-06-29 11:01:02+00
POINT (116.321561 40.002472),2,0,2009-06-29 11:01:07+00
POINT (116.321592 40.002309),2,0,2009-06-29 11:01:12+00
POINT (116.321637 40.002122),2,0,2009-06-29 11:01:17+00
POINT (116.321592 40.001977),2,0,2009-06-29 11:01:22+00
POINT (116.321578 40.001786),2,0,2009-06-29 11:01:27+00
POINT (116.321631 40.001596),2,0,2009-06-29 11:01:32+00
POINT (116.321694 40.001451),2,0,2009-06-29 11:01:37+00
POINT (116.321677 40.001282),2,0,2009-06-29 11:01:42+00
POINT (116.321668 40.001093),2,0,2009-06-29 11:01:47+00
POINT (116.321717 40.000957),2,0,2009-06-29 11:01:52+00
POINT (116.321709 40.000804),2,0,2009-06-29 11:01:57+00
POINT (116.321715 40.000632),2,0,2009-06-29 11:02:02+00
POINT (116.321722 40.000458),2,0,2009-06-29 11:02:07+00
POINT (116.321785 40.000252),2,0,2009-06-29 11:02:12+00
POINT (116.321828 40.000073),2,0,2009-06-29 11:02:17+00
POINT (116.321932 39.999859),2,0,2009-06-29 11:02:22+00
POINT (116.322067 39.999843),2,0,2009-06-29 11:02:27+00
POINT (116.322213 39.999842),2,0,2009-06-29 11:02:32+00
POINT (116.322368 39.999854),2,0,2009-06-29 11:02:37+00
POINT (116.322523 39.999889),2,0,2009-06-29 11:02:42+00
POINT (116.322711 39.999921),2,0,2009-06-29 11:02:47+00
POINT (116.322876 39.999944),2,0,2009-06-29 11:02:52+00
POINT (116.323077 39.999945),2,0,2009-06-29 11:02:57+00
POINT (116.323442 39.999928),2,0,2009-06-29 11:03:02+00
POINT (116.32368 39.999929),2,0,2009-06-29 11:03:07+00
POINT (116.323914 39.999912),2,0,2009-06-29 11:03:12+00
POINT (116.324199 39.999865),2,0,2009-06-29 11:03:17+00
POINT (116.324394 39.999874),2,0,2009-06-29 11:03:22+00
POINT (116.324648 39.99981),2,0,2009-06-29 11:03:27+00
POINT (116.324874 39.999788),2,0,2009-06-29 11:03:32+00
POINT (116.325106 39.999772),2,0,2009-06-29 11:03:37+00
POINT (116.325453 39.999816),2,0,2009-06-29 11:03:42+00
POINT (116.325727 39.999783),2,0,2009-06-29 11:03:47+00
POINT (116.325945 39.999796),2,0,2009-06-29 11:03:52+00
POINT (116.326142 39.999794),2,0,2009-06-29 11:03:57+00
POINT (116.326359 39.999803),2,0,2009-06-29 11:04:02+00
POINT (116.326576 39.999815),2,0,2009-06-29 11:04:07+00
POINT (116.326799 39.999802),2,0,2009-06-29 11:04:12+00
POINT (116.327021 39.999814),2,0,2009-06-29 11:04:17+00
POINT (116.327176 39.999848),2,0,2009-06-29 11:04:22+00
POINT (116.327217 39.999878),2,0,2009-06-29 11:04:27+00
POINT (116.327231 39.999878),2,0,2009-06-29 11:04:32+00
POINT (116.327231 39.999878),2,0,2009-06-29 11:04:35+00
POINT (116.327237 39.999875),2,0,2009-06-29 11:04:37+00
POINT (116.32725 39.999867),2,0,2009-06-29 11:04:42+00
POINT (116.327267 39.999847),2,0,2009-06-29 11:04:47+00
POINT (116.327296 39.999842),2,0,2009-06-29 11:04:52+00
POINT (116.327332 39.999876),2,0,2009-06-29 11:04:57+00
POINT (116.327386 39.999854),2,0,2009-06-29 11:05:02+00
POINT (116.327391 39.999862),2,0,2009-06-29 11:05:07+00
POINT (116.327398 39.999859),2,0,2009-06-29 11:05:12+00
POINT (116.327401 39.999858),2,0,2009-06-29 11:05:17+00
POINT (116.327401 39.999858),2,0,2009-06-29 11:05:20+00
POINT (116.327399 39.999858),2,0,2009-06-29 11:05:22+00
POINT (116.327394 39.999808),2,0,2009-06-29 11:05:27+00
POINT (116.327329 39.99979),2,0,2009-06-29 11:05:32+00
POINT (116.327329 39.99979),2,0,2009-06-29 11:05:35+00
POINT (116.327325 39.999786),2,0,2009-06-29 11:05:37+00
POINT (116.327346 39.999797),2,0,2009-06-29 11:05:42+00
POINT (116.327318 39.999797),2,0,2009-06-29 11:05:47+00
POINT (116.32734 39.999816),2,0,2009-06-29 11:05:52+00
POINT (116.327389 39.999851),2,0,2009-06-29 11:05:57+00
POINT (116.327389 39.999853),2,0,2009-06-29 11:06:02+00
POINT (116.327389 39.999853),2,0,2009-06-29 11:06:05+00
POINT (116.327391 39.999855),2,0,2009-06-29 11:06:07+00
POINT (116.327414 39.999898),2,0,2009-06-29 11:06:12+00
POINT (116.327442 39.99997),2,0,2009-06-29 11:06:17+00
POINT (116.327462 40.000036),2,0,2009-06-29 11:06:22+00
